transaction_id,customer_id,signup_date,purchase_date,amount,item_category,is_returned
TXN2220,C-3710,2025-11-04,2025-11-30,309.40,Sports,FALSE
TXN2221,C-5860,2025-02-18,2025-02-22,548.81,Apparel,FALSE
TXN2222,C-1395,2026-01-06,2026-02-03,126.82,Sports,FALSE
TXN2223,C-5296,2025-10-27,2025-11-02,981.15,Automotive,TRUE
TXN2224,C-2791,2025-01-18,2025-01-27,1091.78,Automotive,FALSE
TXN2225,C-4892,2025-10-26,2025-11-11,355.39,Automotive,FALSE
TXN2226,C-2384,2025-02-23,2025-03-08,340.61,Beauty,TRUE
TXN2227,C-5885,2025-08-10,2025-08-27,930.72,Automotive,FALSE
TXN2228,C-5829,2025-04-02,2025-04-17,739.69,Automotive,FALSE
TXN2229,C-1466,2025-08-06,2025-08-15,110.63,Apparel,FALSE
TXN2230,C-1854,2024-12-17,2025-01-13,384.18,Automotive,TRUE
TXN2231,C-2324,2025-07-31,2025-08-02,1070.85,Home,NULL
TXN2232,C-728,NULL,2025-02-04,109.50,Sports,FALSE
TXN2233,C-3273,2025-04-18,2025-05-17,186.32,Electronics,NULL
TXN2234,C-1269,2025-01-03,2025-01-30,214.95,Beauty,FALSE
TXN2235,C-2346,2025-05-12,2025-06-01,1080.51,Electronics,FALSE
TXN2236,C-1211,2025-09-16,2025-09-19,789.91,Home,TRUE
TXN2237,C-5471,2025-03-17,2025-04-03,693.41,Apparel,FALSE
TXN2238,C-204,2025-06-14,2025-07-12,240.65,Beauty,FALSE
TXN2239,C-5451,2025-08-02,2025-08-30,324.09,Sports,TRUE
TXN2240,C-4276,2025-02-18,2025-02-28,819.78,Beauty,FALSE
TXN2241,C-101,2025-03-24,2025-04-17,798.35,Automotive,FALSE
TXN2242,C-4725,2025-02-09,2025-03-06,1050.33,Apparel,FALSE
TXN2243,C-3126,2025-01-10,2025-02-09,436.52,Beauty,TRUE
TXN2244,C-1053,2025-11-17,2025-12-12,1155.29,Electronics,NULL
TXN2245,C-1104,2024-12-31,2025-01-29,429.31,Beauty,FALSE
TXN2246,C-3559,NULL,2025-12-01,697.72,Beauty,FALSE
TXN2247,C-2937,2025-10-27,2025-11-21,166.47,Automotive,FALSE
TXN2248,C-5389,2025-09-12,2025-09-21,255.97,Home,TRUE
TXN2249,C-3867,2024-12-25,2025-01-09,965.05,Sports,FALSE
TXN2250,C-2294,2025-11-29,2025-12-21,796.53,Beauty,FALSE
TXN2251,C-2102,NULL,2025-03-06,555.65,Automotive,FALSE
TXN2252,C-2774,2025-12-23,2026-01-06,913.14,Beauty,FALSE
TXN2253,C-611,2025-05-12,2025-05-29,1096.66,Home,FALSE
TXN2254,C-2798,2025-06-12,2025-06-25,433.27,Automotive,TRUE
TXN2255,C-2846,NULL,2025-07-23,357.47,Electronics,TRUE
TXN2256,C-5692,2025-06-20,2025-07-05,34.23,Automotive,TRUE
TXN2257,C-5098,NULL,2025-11-29,488.77,Sports,NULL
TXN2258,C-4795,2025-09-26,2025-10-20,545.66,Sports,FALSE
TXN2259,C-3033,2025-03-19,2025-04-09,487.50,Beauty,FALSE
TXN2260,C-4320,2025-11-27,2025-11-30,860.34,Electronics,FALSE
TXN2261,C-2511,2025-12-20,2026-01-04,662.14,Beauty,FALSE
TXN2262,C-1605,2025-11-25,2025-12-18,777.61,Sports,FALSE
TXN2263,C-5156,2025-08-26,2025-09-17,617.43,Automotive,FALSE
TXN2264,C-6009,2025-03-05,2025-03-31,994.08,Apparel,FALSE
TXN2265,C-2884,2025-04-20,2025-04-22,599.11,Sports,FALSE
TXN2266,C-6015,2025-04-04,2025-04-29,979.85,Automotive,TRUE
TXN2267,C-3275,2025-10-27,2025-11-25,411.45,Electronics,FALSE
TXN2268,C-2940,2025-02-26,2025-03-27,679.38,Apparel,TRUE
TXN2269,C-4832,2024-12-30,2025-01-23,920.66,Apparel,FALSE
TXN2270,C-3914,NULL,2026-02-02,897.32,Home,TRUE
TXN2271,C-5355,2025-03-21,2025-04-02,461.78,Beauty,TRUE
TXN2272,C-1367,2025-01-17,2025-02-02,1173.34,Home,NULL
TXN2273,C-1626,2025-06-14,2025-06-22,841.77,Sports,NULL
TXN2274,C-2371,2025-09-02,2025-09-22,369.25,Electronics,FALSE
TXN2275,C-6040,2025-12-03,2025-12-03,773.74,Electronics,FALSE
TXN2276,C-2705,2025-03-12,2025-04-05,664.36,Apparel,TRUE
TXN2277,C-3810,2025-08-27,2025-08-29,801.84,Home,FALSE
TXN2278,C-4883,2025-08-13,2025-09-10,1042.27,Automotive,FALSE
TXN2279,C-3750,2025-02-22,2025-03-21,580.37,Home,FALSE
TXN2280,C-1377,2025-12-20,2026-01-08,639.40,Automotive,TRUE
TXN2281,C-1706,2025-01-20,2025-02-06,762.55,Electronics,FALSE
TXN2282,C-2798,2025-11-23,2025-12-07,113.75,Electronics,FALSE
TXN2283,C-227,2025-05-10,2025-05-17,514.76,Apparel,FALSE
TXN2284,C-2618,2025-04-08,2025-04-10,677.34,Sports,FALSE
TXN2285,C-4521,2025-02-28,2025-03-20,1083.29,Apparel,NULL
TXN2286,C-2366,2025-08-28,2025-08-30,515.09,Automotive,FALSE
TXN2287,C-4373,2026-01-03,2026-02-01,894.45,Sports,FALSE
TXN2288,C-1457,2025-08-01,2025-08-12,674.98,Electronics,FALSE
TXN2289,C-588,2025-04-22,2025-05-10,439.49,Beauty,FALSE
TXN2290,C-341,2025-01-01,2025-01-01,325.27,Home,FALSE
TXN2291,C-5458,2026-01-09,2026-01-17,245.86,Automotive,FALSE
TXN2292,C-4062,2025-12-01,2025-12-04,888.45,Home,FALSE
TXN2293,C-4395,2025-08-19,2025-08-20,1169.48,Electronics,NULL
TXN2294,C-3867,2025-01-21,2025-02-19,1043.31,Home,TRUE
TXN2295,C-5337,2025-01-07,2025-02-01,932.29,Beauty,FALSE
TXN2296,C-2851,2025-12-22,2025-12-29,369.08,Electronics,TRUE
TXN2297,C-988,2025-08-08,2025-08-23,83.63,Home,NULL
TXN2298,C-887,2025-04-21,2025-05-17,1012.29,Sports,FALSE
TXN2299,C-5837,2025-08-09,2025-08-21,713.70,Sports,FALSE
TXN2300,C-755,2025-05-09,2025-06-02,693.80,Home,FALSE
TXN2301,C-2420,NULL,2025-12-23,639.00,Electronics,FALSE
TXN2302,C-1824,2025-05-23,2025-06-04,154.48,Beauty,FALSE
TXN2303,C-1240,2025-01-31,2025-02-04,624.19,Automotive,TRUE
TXN2304,C-1955,NULL,2025-03-03,459.28,Sports,NULL
TXN2305,C-1664,2025-06-22,2025-07-09,858.41,Apparel,TRUE
TXN2306,C-4350,2025-09-23,2025-10-01,947.24,Beauty,FALSE
TXN2307,C-5033,2025-03-06,2025-03-27,389.21,Automotive,TRUE
TXN2308,C-5347,2025-07-11,2025-07-21,974.65,Automotive,FALSE
TXN2309,C-2248,2025-12-09,2025-12-17,359.19,Automotive,TRUE
TXN2310,C-4528,2025-08-15,2025-09-06,253.60,Apparel,TRUE
TXN2311,C-3821,2025-01-01,2025-01-14,109.15,Sports,FALSE
TXN2312,C-2890,2025-02-28,2025-03-05,494.77,Sports,FALSE
TXN2313,C-4691,2026-01-11,2026-01-26,973.27,Automotive,FALSE
TXN2314,C-2201,2025-09-19,2025-10-06,768.09,Beauty,FALSE
TXN2315,C-2847,2025-06-01,2025-06-18,-2.41,Electronics,FALSE
TXN2316,C-5551,2025-03-12,2025-03-28,85.29,Home,FALSE
TXN2317,C-4789,2025-07-15,2025-07-26,979.31,Automotive,FALSE
TXN2318,C-389,2025-05-28,2025-06-12,898.33,Home,FALSE
TXN2319,C-4119,2025-03-29,2025-04-28,819.20,Electronics,TRUE
TXN2320,C-2748,2025-04-05,2025-04-28,46.95,Electronics,TRUE
TXN2321,C-5116,2025-02-01,2025-02-09,404.43,Electronics,FALSE
TXN2322,C-4108,2025-07-15,2025-07-31,-118.32,Sports,FALSE
TXN2323,C-3013,NULL,2025-08-13,461.90,Apparel,TRUE
TXN2324,C-4756,2025-01-04,2025-01-04,1037.90,Electronics,FALSE
TXN2325,C-862,NULL,2025-10-30,637.93,Apparel,FALSE
TXN2326,C-2933,2025-05-22,2025-06-07,1063.11,Automotive,FALSE
TXN2327,C-619,2025-10-27,2025-11-23,-105.59,Home,FALSE
TXN2328,C-4260,2025-06-15,2025-06-19,684.67,Beauty,FALSE
TXN2329,C-1011,2025-12-20,2025-12-22,136.00,Home,FALSE
TXN2330,C-2927,2025-03-06,2025-03-24,1115.08,Beauty,TRUE
TXN2331,C-2103,2025-10-23,2025-11-08,1097.28,Sports,NULL
TXN2332,C-5458,2025-01-26,2025-02-01,1181.16,Beauty,FALSE
TXN2333,C-295,2025-10-09,2025-11-08,859.67,Sports,FALSE
TXN2334,C-5341,2024-12-07,2025-01-01,-71.74,Sports,FALSE
TXN2335,C-5889,2025-11-14,2025-11-19,823.00,Sports,FALSE
TXN2336,C-854,2025-01-17,2025-02-02,1096.26,Beauty,NULL
TXN2337,C-2269,2025-01-12,2025-01-23,1103.30,Beauty,FALSE
TXN2338,C-546,2025-09-15,2025-10-08,1153.99,Apparel,FALSE
TXN2339,C-5614,2025-11-08,2025-11-16,477.69,Apparel,NULL
TXN2340,C-2869,2025-05-09,2025-05-31,155.42,Sports,FALSE
TXN2341,C-4256,2025-06-10,2025-06-21,1172.80,Home,FALSE
TXN2342,C-4671,2025-12-14,2025-12-31,935.18,Home,FALSE
TXN2343,C-4978,2025-03-04,2025-03-09,411.68,Automotive,TRUE
TXN2344,C-2604,2026-01-02,2026-01-08,245.61,Sports,FALSE
TXN2345,C-5141,2025-03-15,2025-03-19,976.34,Apparel,FALSE
TXN2346,C-2163,NULL,2025-07-23,981.70,Home,FALSE
TXN2347,C-3812,2025-08-10,2025-08-21,-132.65,Automotive,FALSE
TXN2348,C-3334,2025-02-15,2025-03-12,878.41,Electronics,FALSE
TXN2349,C-3021,NULL,2025-04-12,72.67,Home,FALSE
TXN2350,C-4310,2025-08-02,2025-09-01,737.88,Automotive,FALSE
TXN2351,C-1483,2025-07-03,2025-08-02,108.66,Automotive,FALSE
TXN2352,C-4066,2025-01-14,2025-01-30,585.37,Sports,FALSE
TXN2353,C-324,2025-11-07,2025-11-13,156.61,Apparel,FALSE
TXN2354,C-388,NULL,2025-05-22,-41.63,Apparel,TRUE
TXN2355,C-4681,2025-12-10,2025-12-21,203.39,Home,TRUE
TXN2356,C-1295,2025-07-17,2025-08-03,239.94,Sports,TRUE
TXN2357,C-2326,2025-12-26,2026-01-08,1032.10,Apparel,FALSE
TXN2358,C-3289,2025-02-13,2025-02-18,1167.26,Automotive,TRUE
TXN2359,C-3639,2026-01-08,2026-01-20,981.14,Home,FALSE
TXN2360,C-4732,2025-11-03,2025-11-09,658.08,Home,FALSE
TXN2361,C-1325,2025-10-18,2025-11-02,523.14,Beauty,FALSE
TXN2362,C-4236,2025-10-06,2025-10-31,749.06,Sports,TRUE
TXN2363,C-5405,2025-05-03,2025-05-17,519.11,Beauty,FALSE
TXN2364,C-3626,2025-11-16,2025-11-20,247.24,Home,FALSE
TXN2365,C-3475,2025-08-23,2025-09-03,182.53,Sports,TRUE
TXN2366,C-4442,2025-10-30,2025-11-22,1006.15,Home,NULL
TXN2367,C-5804,2025-05-15,2025-05-27,40.72,Home,FALSE
TXN2368,C-1313,2025-04-15,2025-04-21,148.13,Apparel,NULL
TXN2369,C-3419,2025-05-29,2025-06-23,322.53,Automotive,FALSE
TXN2370,C-605,2025-08-16,2025-08-24,1122.43,Apparel,TRUE
TXN2371,C-3712,2025-11-05,2025-11-06,116.03,Home,NULL
TXN2372,C-5263,2025-06-14,2025-07-10,552.34,Automotive,FALSE
TXN2373,C-2957,2025-09-08,2025-09-15,285.81,Home,NULL
TXN2374,C-2411,NULL,2025-08-07,1023.53,Electronics,TRUE
TXN2375,C-1798,2024-12-18,2025-01-17,708.58,Apparel,TRUE
TXN2376,C-896,2025-10-13,2025-10-22,161.63,Apparel,FALSE
TXN2377,C-632,2025-08-02,2025-08-09,785.82,Electronics,FALSE
TXN2378,C-1783,2025-09-23,2025-09-23,616.82,Beauty,FALSE
TXN2379,C-833,2025-09-12,2025-09-20,542.32,Electronics,FALSE
TXN2380,C-3774,NULL,2025-03-10,649.75,Home,FALSE
TXN2381,C-2685,2025-09-06,2025-09-22,105.03,Electronics,TRUE
TXN2382,C-1563,NULL,2025-05-06,195.81,Sports,TRUE
TXN2383,C-5522,2025-02-28,2025-03-09,500.41,Electronics,FALSE
TXN2384,C-3956,2025-04-22,2025-04-25,558.72,Electronics,FALSE
TXN2385,C-4931,2024-12-12,2025-01-01,68.79,Apparel,TRUE
TXN2386,C-665,2025-09-26,2025-10-23,965.44,Apparel,FALSE
TXN2387,C-1901,NULL,2025-08-18,972.20,Apparel,FALSE
TXN2388,C-3366,2024-12-19,2025-01-16,336.55,Electronics,FALSE
TXN2389,C-2037,2025-11-27,2025-12-12,242.90,Sports,FALSE
TXN2390,C-5658,2025-10-21,2025-11-07,220.83,Home,TRUE
TXN2391,C-442,2025-10-17,2025-10-28,127.01,Sports,FALSE
TXN2392,C-524,2025-11-06,2025-11-29,1081.40,Beauty,TRUE
TXN2393,C-4072,2026-01-08,2026-01-20,264.77,Sports,FALSE
TXN2394,C-1509,2025-03-25,2025-04-02,942.07,Automotive,FALSE
TXN2395,C-284,2024-12-17,2025-01-01,823.86,Automotive,FALSE
TXN2396,C-2539,NULL,2025-02-02,945.58,Apparel,TRUE
TXN2397,C-4813,2025-08-27,2025-08-31,21.94,Electronics,FALSE
TXN2398,C-5054,2025-11-12,2025-11-26,536.25,Automotive,FALSE
TXN2399,C-350,2025-06-27,2025-07-13,898.03,Electronics,FALSE
TXN2400,C-4614,2025-05-16,2025-05-31,257.68,Electronics,FALSE
TXN2401,C-2060,2025-03-16,2025-04-03,428.05,Electronics,FALSE
TXN2402,C-2490,2025-06-13,2025-07-11,1126.26,Sports,NULL
TXN2403,C-407,2025-03-15,2025-04-05,196.01,Beauty,FALSE
TXN2404,C-1805,2025-05-19,2025-06-09,701.81,Sports,TRUE
TXN2405,C-3825,2025-02-25,2025-02-26,1198.72,Apparel,FALSE
TXN2406,C-3569,2025-08-16,2025-09-07,1155.31,Beauty,FALSE
TXN2407,C-5342,2025-11-10,2025-12-02,83.12,Electronics,NULL
TXN2408,C-4782,2025-01-27,2025-02-08,1108.12,Sports,FALSE
TXN2409,C-3150,2025-03-14,2025-03-26,268.64,Home,TRUE
TXN2410,C-5314,2025-09-10,2025-09-10,1041.20,Sports,FALSE
TXN2411,C-1056,2025-06-24,2025-06-30,1142.22,Sports,TRUE
TXN2412,C-468,2025-01-11,2025-02-10,465.97,Beauty,FALSE
TXN2413,C-5246,2025-01-28,2025-02-22,304.94,Apparel,FALSE
TXN2414,C-4057,2025-12-20,2026-01-17,608.22,Automotive,FALSE
TXN2415,C-5826,2025-02-06,2025-02-07,515.27,Beauty,FALSE
TXN2416,C-1329,2025-08-20,2025-08-26,575.63,Automotive,NULL
TXN2417,C-5296,2025-01-18,2025-01-22,945.00,Sports,FALSE
TXN2418,C-4905,NULL,2025-05-17,532.12,Sports,FALSE
TXN2419,C-2588,2025-02-04,2025-03-04,1178.00,Apparel,FALSE
TXN2420,C-2563,2025-10-27,2025-11-12,401.04,Sports,FALSE
TXN2421,C-286,2025-07-05,2025-07-30,707.04,Electronics,FALSE
TXN2422,C-131,2024-12-28,2025-01-14,914.70,Home,TRUE
TXN2423,C-1235,2025-04-07,2025-04-08,-64.81,Electronics,TRUE
TXN2424,C-526,2025-11-17,2025-11-27,284.85,Apparel,TRUE
TXN2425,C-2670,2025-01-20,2025-02-13,582.72,Sports,FALSE
TXN2426,C-1866,2025-09-22,2025-09-24,928.30,Apparel,FALSE
TXN2427,C-787,2025-11-07,2025-11-29,725.94,Automotive,FALSE
TXN2428,C-5786,2025-01-15,2025-02-04,674.41,Home,FALSE
TXN2429,C-360,2025-05-27,2025-06-21,420.82,Home,FALSE
TXN2430,C-2474,2025-08-03,2025-08-28,952.92,Electronics,TRUE
TXN2431,C-3043,2025-02-26,2025-03-24,540.63,Sports,FALSE
TXN2432,C-5098,2025-10-05,2025-10-10,335.20,Sports,FALSE
TXN2433,C-3848,2025-05-04,2025-05-18,474.09,Beauty,FALSE
TXN2434,C-5265,2025-10-11,2025-11-01,656.00,Electronics,FALSE
TXN2435,C-3865,2025-05-18,2025-06-13,272.97,Beauty,FALSE
TXN2436,C-2090,2025-12-04,2025-12-05,464.71,Automotive,FALSE
TXN2437,C-4075,2025-03-07,2025-03-23,16.08,Automotive,FALSE
TXN2438,C-4093,2024-12-29,2025-01-22,542.37,Beauty,FALSE
TXN2439,C-4881,2025-08-15,2025-09-12,332.61,Sports,FALSE
TXN2440,C-556,2025-11-08,2025-12-08,232.60,Apparel,TRUE
TXN2441,C-956,2026-01-27,2026-02-05,1143.00,Home,FALSE
TXN2442,C-1239,2025-11-28,2025-12-25,780.60,Automotive,FALSE
TXN2443,C-5436,2025-11-23,2025-12-06,50.53,Sports,FALSE
TXN2444,C-5340,2025-04-07,2025-04-13,775.10,Sports,FALSE
TXN2445,C-5009,NULL,2025-12-22,361.59,Beauty,FALSE
TXN2446,C-4858,2025-07-14,2025-07-19,157.25,Sports,FALSE
TXN2447,C-4549,2025-01-22,2025-02-17,509.68,Apparel,NULL
TXN2448,C-222,2025-10-23,2025-10-24,1064.78,Electronics,FALSE
TXN2449,C-3921,NULL,2025-08-09,1111.04,Electronics,FALSE
TXN2450,C-4717,2025-02-26,2025-03-22,618.31,Electronics,NULL
TXN2451,C-5424,2025-12-27,2026-01-02,979.76,Sports,FALSE
TXN2452,C-3755,2025-02-27,2025-03-14,189.32,Sports,FALSE
TXN2453,C-4157,2025-12-15,2025-12-17,581.62,Apparel,NULL
TXN2454,C-777,2025-01-29,2025-02-01,446.88,Apparel,FALSE
TXN2455,C-2798,2025-10-06,2025-10-27,1017.10,Sports,FALSE
TXN2456,C-5056,NULL,2025-04-19,359.65,Home,FALSE
TXN2457,C-5647,2025-04-23,2025-04-25,691.04,Apparel,FALSE
TXN2458,C-3633,2025-12-21,2026-01-03,711.45,Beauty,FALSE
TXN2459,C-1500,2025-03-27,2025-04-18,1165.96,Sports,FALSE
TXN2460,C-3302,2025-03-17,2025-03-24,1058.06,Automotive,FALSE
TXN2461,C-2646,2024-12-13,2025-01-08,542.69,Electronics,FALSE
TXN2462,C-2196,2025-12-03,2025-12-18,989.32,Electronics,FALSE
TXN2463,C-2378,2026-01-05,2026-02-01,946.42,Home,FALSE
TXN2464,C-1932,2025-12-07,2025-12-09,211.38,Automotive,FALSE
TXN2465,C-5255,NULL,2026-01-11,601.98,Electronics,TRUE
TXN2466,C-481,2025-04-24,2025-05-21,1109.64,Home,NULL
TXN2467,C-1342,2025-06-05,2025-06-18,553.09,Automotive,TRUE
TXN2468,C-3050,NULL,2025-05-30,1145.14,Electronics,FALSE
TXN2469,C-1988,2025-11-22,2025-12-14,146.02,Sports,FALSE
TXN2470,C-4522,2025-01-15,2025-02-07,430.69,Home,FALSE
TXN2471,C-1337,2025-05-17,2025-06-08,332.24,Sports,FALSE
TXN2472,C-5011,2024-12-30,2025-01-17,493.90,Apparel,NULL
TXN2473,C-4931,2025-11-24,2025-12-18,833.55,Home,TRUE
TXN2474,C-5454,2025-01-13,2025-02-11,136.25,Electronics,FALSE
TXN2475,C-5940,2025-03-17,2025-03-22,1114.61,Sports,FALSE
TXN2476,C-627,2025-02-21,2025-02-28,1120.70,Electronics,FALSE
TXN2477,C-5361,2025-08-28,2025-08-28,1132.17,Sports,FALSE
TXN2478,C-4587,2025-09-30,2025-10-05,615.91,Electronics,TRUE
TXN2479,C-3748,2025-03-03,2025-03-09,994.55,Electronics,TRUE
TXN2480,C-4013,2025-04-04,2025-04-08,641.39,Apparel,FALSE
TXN2481,C-5345,2025-10-17,2025-10-17,1027.43,Beauty,FALSE
TXN2482,C-3877,2025-12-27,2025-12-30,820.01,Beauty,FALSE
TXN2483,C-1206,2026-01-15,2026-02-02,151.29,Beauty,FALSE
TXN2484,C-1222,2025-03-18,2025-04-01,1000.90,Home,TRUE
TXN2485,C-5596,2025-04-09,2025-04-29,304.63,Electronics,FALSE
TXN2486,C-4070,NULL,2025-04-23,636.96,Apparel,FALSE
TXN2487,C-1362,2025-09-21,2025-10-16,198.55,Home,TRUE
TXN2488,C-4287,2025-03-31,2025-04-01,731.51,Automotive,TRUE
TXN2489,C-209,2025-10-22,2025-10-31,134.00,Automotive,TRUE
TXN2490,C-598,2025-10-25,2025-11-10,716.01,Home,FALSE
TXN2491,C-2555,2025-05-03,2025-06-02,886.99,Beauty,FALSE
TXN2492,C-3641,NULL,2025-04-15,925.34,Beauty,FALSE
TXN2493,C-3477,2025-07-31,2025-08-28,1106.60,Home,FALSE
TXN2494,C-1244,2025-05-19,2025-05-22,74.85,Apparel,FALSE
TXN2495,C-1790,2025-11-07,2025-11-24,992.18,Electronics,TRUE
TXN2496,C-3188,2025-12-08,2025-12-13,1054.16,Automotive,FALSE
TXN2497,C-2912,2024-12-27,2025-01-23,1099.59,Electronics,TRUE
TXN2498,C-621,2025-06-02,2025-06-26,201.31,Home,FALSE
TXN2499,C-4727,2025-03-03,2025-03-07,1011.58,Beauty,FALSE
TXN2500,C-1428,2025-08-18,2025-08-23,237.31,Automotive,TRUE
TXN2501,C-3730,NULL,2025-07-18,1181.79,Apparel,FALSE
TXN2502,C-1675,2025-12-27,2026-01-16,485.05,Electronics,FALSE
TXN2503,C-3030,2025-07-28,2025-08-27,259.60,Home,FALSE
TXN2504,C-5796,2024-12-21,2025-01-12,440.90,Electronics,FALSE
TXN2505,C-3025,2025-10-14,2025-11-07,12.23,Home,TRUE
TXN2506,C-5494,2025-08-29,2025-09-17,-49.73,Beauty,FALSE
TXN2507,C-3527,2025-05-31,2025-06-24,767.55,Beauty,FALSE
TXN2508,C-3675,2025-08-19,2025-09-03,917.21,Beauty,FALSE
TXN2509,C-5482,2025-02-08,2025-03-09,157.30,Electronics,FALSE
TXN2510,C-2391,2025-09-16,2025-10-12,621.78,Home,FALSE
TXN2511,C-3129,NULL,2025-02-21,229.06,Beauty,TRUE
TXN2512,C-312,2024-12-12,2025-01-03,1133.15,Automotive,FALSE
TXN2513,C-5333,2025-01-28,2025-02-18,627.80,Apparel,TRUE
TXN2514,C-1272,2025-01-25,2025-01-31,983.71,Apparel,FALSE
TXN2515,C-1095,2025-05-06,2025-05-28,754.39,Apparel,FALSE
TXN2516,C-2171,2026-01-01,2026-01-22,648.00,Home,FALSE
TXN2517,C-4060,2024-12-13,2025-01-10,103.51,Beauty,FALSE
TXN2518,C-3703,2025-05-26,2025-05-26,707.99,Sports,FALSE
TXN2519,C-5765,2025-06-19,2025-07-13,258.55,Apparel,FALSE
TXN2520,C-561,2025-04-27,2025-05-12,931.45,Electronics,FALSE
TXN2521,C-2869,NULL,2025-04-04,839.36,Electronics,TRUE
TXN2522,C-479,2025-02-26,2025-03-22,255.75,Home,FALSE
TXN2523,C-441,2025-04-06,2025-04-27,284.56,Automotive,FALSE
TXN2524,C-4300,2026-01-15,2026-01-17,873.93,Sports,TRUE
TXN2525,C-5013,2025-06-17,2025-06-27,212.19,Beauty,FALSE
TXN2526,C-3075,2025-08-29,2025-09-22,142.78,Automotive,TRUE
TXN2527,C-6044,2025-02-27,2025-03-23,907.46,Home,TRUE
TXN2528,C-2493,2025-01-13,2025-02-07,71.30,Electronics,FALSE
TXN2529,C-6030,2025-04-24,2025-05-24,823.58,Electronics,FALSE
TXN2530,C-247,2025-12-11,2025-12-17,194.49,Home,TRUE
TXN2531,C-2735,2025-03-12,2025-03-23,550.95,Automotive,FALSE
TXN2532,C-5140,NULL,2025-09-09,480.67,Apparel,NULL
TXN2533,C-2407,2026-01-10,2026-02-01,213.34,Home,FALSE
TXN2534,C-5370,2025-01-22,2025-02-08,50.62,Apparel,FALSE
TXN2535,C-870,2025-11-15,2025-11-29,490.09,Automotive,FALSE
TXN2536,C-5005,2025-06-20,2025-06-28,155.31,Apparel,TRUE
TXN2537,C-3114,2026-01-06,2026-02-02,36.79,Sports,FALSE
TXN2538,C-2964,2026-01-10,2026-01-30,668.42,Automotive,FALSE
TXN2539,C-2399,2025-02-16,2025-03-15,294.04,Apparel,TRUE
TXN2540,C-2578,2024-12-24,2025-01-21,87.77,Sports,TRUE
TXN2541,C-5865,2025-10-03,2025-10-21,881.35,Home,FALSE
TXN2542,C-391,2025-04-06,2025-05-06,749.91,Sports,FALSE
TXN2543,C-4784,2026-01-26,2026-01-31,664.27,Beauty,FALSE
TXN2544,C-5610,2026-01-12,2026-01-14,756.41,Electronics,FALSE
TXN2545,C-2441,2025-08-11,2025-08-30,1018.11,Home,TRUE
TXN2546,C-2708,2025-12-19,2026-01-02,303.60,Automotive,FALSE
TXN2547,C-3104,2025-01-25,2025-02-07,1185.37,Apparel,FALSE
TXN2548,C-2041,2025-10-23,2025-10-24,880.06,Apparel,NULL
TXN2549,C-3965,2025-03-07,2025-03-28,953.59,Home,TRUE
TXN2550,C-1942,2025-03-19,2025-04-16,1116.76,Automotive,NULL
TXN2551,C-5930,2025-12-25,2026-01-09,919.77,Apparel,FALSE
TXN2552,C-2065,NULL,2025-04-17,743.67,Sports,FALSE
TXN2553,C-2865,2025-05-21,2025-06-10,597.62,Electronics,FALSE
TXN2554,C-3564,2025-12-21,2025-12-28,123.70,Automotive,FALSE
TXN2555,C-1472,2025-08-15,2025-09-12,19.72,Sports,FALSE
TXN2556,C-4275,2025-11-24,2025-12-24,597.85,Sports,TRUE
TXN2557,C-4272,2026-01-18,2026-02-04,341.76,Electronics,FALSE
TXN2558,C-3698,2025-01-07,2025-01-24,156.43,Electronics,FALSE
TXN2559,C-775,2025-01-03,2025-01-24,345.90,Sports,FALSE
TXN2560,C-4239,NULL,2025-10-25,57.99,Electronics,TRUE
TXN2561,C-1265,2025-05-04,2025-05-21,897.62,Electronics,FALSE
TXN2562,C-350,2025-08-15,2025-09-12,-99.52,Automotive,FALSE
TXN2563,C-4713,2025-09-01,2025-09-23,612.35,Apparel,TRUE
TXN2564,C-1898,2025-12-17,2026-01-09,838.79,Automotive,NULL
TXN2565,C-893,NULL,2025-06-16,131.60,Apparel,FALSE
TXN2566,C-422,2025-08-27,2025-08-29,1022.09,Sports,FALSE
TXN2567,C-602,2025-11-11,2025-11-13,1080.69,Automotive,FALSE
TXN2568,C-5303,2025-04-19,2025-05-01,-1.65,Automotive,FALSE
TXN2569,C-2613,2025-10-13,2025-11-02,80.40,Sports,TRUE
TXN2570,C-5515,2025-09-22,2025-10-11,20.56,Beauty,NULL
TXN2571,C-4379,2025-03-29,2025-04-04,28.47,Automotive,TRUE
TXN2572,C-3053,2025-12-07,2025-12-07,145.98,Home,NULL
TXN2573,C-3220,2025-07-25,2025-08-11,781.09,Home,FALSE
TXN2574,C-4488,2025-02-06,2025-02-20,433.56,Electronics,TRUE
TXN2575,C-3067,2025-09-11,2025-09-13,605.06,Electronics,FALSE
TXN2576,C-3511,2025-01-18,2025-02-10,925.01,Home,FALSE
TXN2577,C-2973,2025-11-17,2025-12-07,93.33,Sports,FALSE
TXN2578,C-317,2025-05-20,2025-05-21,626.74,Apparel,TRUE
TXN2579,C-1857,2025-06-12,2025-06-23,1101.80,Electronics,FALSE
TXN2580,C-4949,2025-02-17,2025-03-10,643.38,Home,FALSE
TXN2581,C-4750,NULL,2026-02-05,1123.55,Electronics,FALSE
TXN2582,C-412,2025-05-24,2025-05-24,417.09,Apparel,FALSE
TXN2583,C-1225,2025-11-01,2025-11-11,615.25,Beauty,FALSE
TXN2584,C-1619,2025-01-17,2025-02-04,1045.63,Beauty,FALSE
TXN2585,C-5011,2026-01-05,2026-01-27,795.93,Sports,TRUE
